order_id,order_date,product_id,unitssold,unitprice
61,6/17/2020,8792,65,78.1
62,5/6/2024,4911,83,94.87
63,11/16/2023,590,6,98.81
64,2/10/2023,6604,18,73.85
65,8/9/2024,6908,51,13.93
66,8/28/2023,9196,64,28.29
67,11/21/2022,4023,90,16.89
68,8/6/2022,6171,27,99.88
69,10/10/2024,4495,75,36.26
70,5/14/2022,9209,37,19
71,9/30/2022,5004,71,71.13
72,4/29/2024,3804,90,66.54
73,4/27/2022,6001,2,65.45
74,9/30/2020,446,27,25.77
75,10/25/2020,4575,21,69.22
76,1/31/2023,9706,62,67.09
77,2/16/2022,8233,5,22.23
78,11/4/2020,3005,21,72.72
79,12/7/2024,2018,5,48.36
80,1/24/2023,9472,50,14.31
81,1/25/2020,796,25,21.52
82,1/8/2024,3596,96,21.11
83,4/7/2024,5114,60,97.01
84,12/21/2023,2659,55,63.67
85,8/18/2024,8199,57,71.96
86,3/24/2024,9570,4,80.1
87,4/25/2020,9024,93,52.96
88,10/2/2022,9056,6,47.75
89,11/12/2022,3801,43,26.8
90,5/6/2023,2089,60,85.82
91,10/8/2022,651,34,41.51
92,8/17/2023,1755,15,88.62
93,12/19/2024,1895,15,71.59
94,1/1/2022,3245,59,12.8
95,4/6/2023,9929,94,16.15
96,4/12/2021,8019,79,18.01
97,11/7/2021,2846,21,90.57
98,3/2/2024,2890,30,85.68
99,7/11/2020,1688,58,65.9
100,9/24/2023,6832,39,68.62
101,11/13/2020,102,61,52.26
102,3/1/2021,9080,94,65.7
103,6/13/2020,4666,92,64.96
104,8/27/2020,636,52,58.83
105,7/28/2022,4779,8,89.87
106,11/27/2020,5331,31,96.59
107,4/14/2020,5238,76,86.69
108,3/16/2021,5276,81,98.11
109,8/17/2020,6100,30,59.61
110,5/15/2024,350,24,75
111,12/15/2021,4802,86,38.31
112,5/7/2021,8741,42,22.95
113,3/25/2023,5806,96,30.82
114,2/14/2021,5461,39,38.52
115,3/24/2020,3472,55,22.36
116,10/18/2023,9977,34,97.28
117,11/12/2022,1138,18,54.64
118,5/28/2021,522,14,32.25
119,4/28/2021,5499,40,47.81
120,6/3/2022,2205,32,53.95
121,1/24/2023,7253,65,59
122,7/11/2024,6497,98,37.77
123,7/1/2021,5343,49,20.1
124,11/22/2021,4393,31,39.89
125,10/12/2021,3280,14,49.32
126,5/17/2023,5403,62,24.43
127,9/7/2020,3418,47,26.35
128,11/6/2024,3090,88,34.32
129,1/23/2022,4353,61,56.53
130,2/20/2022,2338,91,69.65
131,1/28/2022,1594,49,86.55
132,8/16/2021,3055,40,73.14
133,4/15/2021,6846,36,63.3
134,10/23/2022,7305,28,98.61
135,2/23/2020,822,81,43.04
136,5/25/2020,5847,86,50.39
137,5/7/2023,5386,69,42.16
138,3/17/2021,4205,82,60.07
139,4/27/2021,2300,93,90.86
140,1/1/2021,4880,55,24.47
141,7/10/2020,5634,37,82.86
142,12/14/2022,6057,78,27.39
143,6/4/2020,2573,86,93.79
144,7/11/2020,923,96,67.99
145,12/19/2022,7115,15,11.88
146,4/12/2024,2115,73,58.02
147,3/17/2020,1164,94,81.98
148,12/12/2021,6164,38,28.59
149,4/24/2021,5353,68,42.42
150,5/10/2023,568,86,84.22
151,7/12/2021,1735,30,92.84
152,2/20/2020,8743,56,96.22
153,4/30/2023,1102,48,42.09
154,5/6/2022,9319,78,54.21
155,2/14/2022,9353,65,99.1
156,8/4/2024,2445,71,97.05
157,7/19/2020,7002,69,22.13
158,9/11/2023,9942,70,20.89
159,5/23/2021,9672,76,94.83
160,8/4/2023,7191,90,19.59
161,10/20/2020,2408,63,67.38
162,12/27/2020,877,70,57.17
163,11/29/2024,3517,30,90.71
164,7/13/2023,7021,27,39.07
165,1/10/2024,7088,43,76.8
166,4/19/2024,5852,40,50.77
167,3/2/2020,2496,46,63.88
168,10/1/2021,4870,14,40.75
169,10/11/2023,8431,74,38.55
170,10/5/2023,5822,2,96.05
171,4/5/2024,5555,15,89.57
172,8/29/2022,3542,60,37.36
173,8/19/2022,22,11,18.8
174,7/4/2020,3803,41,56.38
175,10/9/2021,3437,54,83.9
176,1/13/2021,5595,96,56.61
177,2/6/2023,6379,46,83.89
178,5/22/2022,1559,73,44.72
179,6/9/2021,3048,82,31.86
180,6/12/2022,9750,100,33.14
181,8/24/2022,1121,13,59.95
182,6/25/2021,6030,97,74.75
183,6/17/2020,4884,25,97.79
184,12/26/2023,4610,22,77.8
185,5/16/2023,6065,13,52.59
186,10/10/2024,4961,77,67.21
187,1/13/2024,1638,36,86.16
188,8/21/2024,6155,81,74.49
189,10/26/2023,9553,76,89.19
190,8/20/2022,1676,100,48.09
191,5/25/2024,9751,36,22.9
192,11/5/2024,405,34,14.76
193,5/14/2024,8115,51,39.65
194,9/29/2022,5209,60,53.78
195,1/24/2022,9018,31,87.22
196,12/8/2022,3302,70,58.67
197,8/6/2022,2528,60,89.23
198,11/11/2024,6628,21,55.04
199,6/5/2022,8163,77,73.73
200,11/13/2022,6177,61,72.38
201,1/18/2022,2344,31,39.36
202,10/30/2023,3808,13,11.92
203,8/26/2021,4642,79,76.78
204,12/12/2023,9013,36,87.44
205,7/12/2020,1236,81,83.16
206,2/1/2022,1955,37,32.24
207,12/28/2021,3229,55,15.25
208,11/3/2020,5676,3,38.75
209,12/25/2021,8702,9,42.77
210,10/31/2023,2627,81,75.43
211,10/2/2024,161,28,99.94
212,10/31/2021,6844,19,71.53
213,11/5/2023,7471,46,80.04
214,6/22/2020,5185,47,55.18
215,8/23/2021,8777,37,80.81
216,5/22/2023,9407,16,85.24
217,1/3/2021,5575,49,96.56
218,9/4/2021,7639,89,50.41
219,11/26/2022,6660,52,63.97
220,12/4/2020,5616,53,83.83
221,2/7/2024,6563,78,42.45
222,6/29/2022,5048,42,76.58
223,11/16/2022,7307,27,64.64
224,12/28/2021,4114,91,81.93
225,11/2/2020,8201,67,88.74
226,5/16/2021,5859,75,56.84
227,1/27/2020,6557,53,77.99
228,3/8/2024,5644,55,81.76
229,9/28/2024,3032,71,65.02
230,12/25/2022,513,96,32.07
231,8/28/2021,920,84,81.06
232,10/12/2024,338,92,42.84
233,1/5/2020,3646,6,74.81
234,2/17/2021,3202,94,69.62
235,11/1/2021,3959,11,89.03
236,2/8/2022,7059,88,30.43
237,3/21/2021,3806,80,61.17
238,11/28/2021,211,28,20.39
239,3/15/2020,8812,68,25.28
240,6/23/2022,169,23,63.14
241,4/26/2020,5521,39,22.53
242,3/2/2024,7122,79,59.52
243,8/11/2024,5173,30,29.26
244,7/20/2023,3894,41,72.48
245,12/14/2024,186,22,98.23
246,8/29/2024,8729,67,80.92
247,2/14/2020,6945,84,78.51
248,2/3/2020,1237,14,95.19
249,4/25/2021,1585,24,10.82
250,1/13/2021,4752,39,90.57
251,4/29/2023,5458,36,53.91
252,1/7/2021,2050,20,54.77
253,5/25/2021,6032,54,88.13
254,7/17/2020,4509,67,14.43
255,11/15/2022,9574,36,50.91
256,9/23/2021,5834,9,73.68
257,9/27/2020,7226,57,60.22
258,7/13/2024,5598,17,28.67
259,3/19/2023,1457,31,90.93
260,6/2/2020,1564,93,55.75
261,2/29/2020,2884,67,86.3
262,2/10/2024,146,1,78.74
263,6/17/2020,9714,60,30.23
264,6/2/2023,6600,87,29.02
265,8/21/2021,2922,75,93.87
266,1/13/2020,2140,26,99.84
267,8/20/2023,219,6,16.97
268,4/11/2024,2345,58,78.72
269,4/17/2021,5960,59,24.19
270,10/30/2021,4929,83,19.91
271,5/3/2021,6063,71,44.87
272,8/23/2023,4206,76,72.66
273,8/18/2024,645,13,39.67
274,10/14/2022,4198,73,79
275,7/3/2024,3695,90,17.21
276,2/15/2024,1592,86,88.11
277,8/25/2023,9808,41,36.12
278,3/31/2022,8785,35,73.53
279,8/24/2024,3829,3,37.1
280,6/13/2024,9727,72,92.26
281,6/20/2020,4827,28,76.94
282,2/2/2024,2421,61,82.32
283,8/26/2024,5487,27,68.88
284,4/10/2024,808,72,31.83
285,7/12/2022,862,16,44.7
286,11/20/2024,6401,65,70.5
287,1/16/2020,4316,49,29.11
288,4/12/2020,9366,65,86.18
289,10/14/2024,6939,88,37
290,4/16/2021,2043,78,67.22
291,12/12/2024,9563,80,67.6
292,2/3/2021,1903,58,71.9
293,7/8/2021,3503,75,74.01
294,6/29/2020,3412,54,31.65
295,2/11/2024,8726,97,79.68
296,1/23/2024,3785,19,36.52
297,10/19/2024,7772,5,81.31
298,5/16/2024,7242,100,50.88
299,4/25/2023,9772,41,28.51
300,2/25/2020,6625,29,15.36
301,6/5/2024,9011,45,36.01
302,1/28/2024,2771,85,18.64
303,1/12/2022,2436,2,99.98
304,2/18/2022,8985,26,12.58
305,8/5/2022,992,98,58.45
306,2/8/2020,7703,24,29.5
307,3/23/2021,6679,38,34.98
308,12/3/2021,4814,6,55.45
309,3/15/2020,2946,65,11.71
310,7/11/2020,5105,3,92.75
311,5/11/2022,4779,100,21.25
312,2/17/2021,1251,60,91.31
313,11/5/2024,4140,71,61.7
314,6/22/2021,7199,83,36.83
315,1/31/2023,5820,70,52.85
316,7/25/2023,8457,47,94.06
317,2/11/2023,4596,42,93.29
318,11/27/2020,9492,13,89.14
319,4/2/2021,4313,50,53.88
320,7/3/2023,5517,65,25.62
321,9/29/2024,9369,19,78.65
322,5/3/2020,6819,35,82.12
323,4/26/2023,5239,90,28.2
324,3/8/2021,6146,80,34.89
325,2/7/2023,4724,34,14.65
326,12/17/2022,3001,83,78.52
327,2/15/2021,9846,96,49.53
328,9/2/2020,436,41,89.75
329,8/6/2023,1542,97,50.73
330,9/6/2020,6177,49,43.77
331,12/5/2023,8175,60,64.15
332,11/10/2022,1471,73,59.17
333,1/5/2022,3980,80,99.75
334,9/8/2022,9165,36,15.02
335,4/12/2020,4497,44,64.22
336,7/20/2021,99,55,10.05
337,2/4/2024,4013,5,44.12
338,9/9/2022,4758,31,17.58
339,11/29/2022,9295,92,50.45
340,1/9/2021,8678,17,70.05
341,11/4/2023,6395,43,25.6
342,4/22/2024,8190,51,21.24
343,11/17/2020,2545,45,98.16
344,2/5/2022,1654,93,19.15
345,6/30/2021,2644,30,93.38
346,3/19/2021,2167,12,30.64
347,9/26/2022,2643,87,93.57
348,10/27/2024,1821,27,71.63
349,11/10/2020,9045,47,79.42
350,6/26/2024,1459,86,53.54
351,4/22/2024,8960,57,67.85
352,4/10/2022,448,54,57.68
353,9/7/2022,7186,65,58.17
354,7/7/2021,3657,56,97.66
355,12/15/2023,1832,58,54.02
356,8/5/2023,2098,24,28.67
357,5/12/2021,8927,32,18.92
358,12/17/2024,2562,98,58.36
359,10/16/2024,5066,39,33.63
360,9/12/2024,9525,49,18.81
361,6/14/2020,4957,3,90.15
362,11/18/2023,1997,5,67.65
363,4/14/2024,3045,67,77.62
364,11/3/2024,8135,95,12.32
365,1/25/2020,9131,76,35.18
366,11/6/2023,4118,58,37.95
367,5/23/2024,80,30,48.66
368,5/30/2022,7493,92,93.3
369,7/11/2024,4014,69,19.55
370,2/4/2020,3690,68,10.75
371,9/13/2020,9127,3,33.8
372,11/27/2023,623,16,75.34
373,2/9/2023,2905,6,38.39
374,5/4/2020,8736,30,28.7
375,5/22/2024,8021,52,71.18
376,11/28/2024,9965,91,44.11
377,2/4/2023,6041,32,38.05
378,11/19/2021,9632,6,61.41
379,3/21/2021,6260,59,27.84
380,10/23/2024,2358,43,50.99
381,5/18/2020,8677,94,20.11
382,7/27/2022,2467,69,78.23
383,4/18/2023,5555,74,78.68
384,3/31/2023,6070,81,10.04
385,3/31/2021,7760,25,26.01
386,9/5/2020,3067,81,57.01
387,9/9/2023,7753,73,97.62
388,12/23/2020,6809,43,53.86
389,2/7/2023,8710,76,69.18
390,10/5/2024,9365,98,35.98
391,5/8/2021,8666,47,56.39
392,12/8/2021,2200,65,16.72
393,3/22/2023,1646,74,51.67
394,7/31/2024,9529,72,44.53
395,1/6/2021,5234,44,84.79
396,8/22/2021,197,69,69.41
397,1/1/2022,9188,73,84.81
398,10/6/2021,6307,11,92.04
399,5/5/2021,7960,7,49.76
400,2/28/2024,509,73,10.23
401,9/29/2021,974,18,40.47
402,3/3/2021,6065,26,70.51
403,11/9/2021,5203,71,51.27
404,12/24/2023,5420,24,62.71
405,8/20/2021,7352,84,20.76
406,2/5/2024,2515,29,45.83
407,11/24/2021,7993,53,50.73
408,2/17/2020,5521,52,84.71
409,2/7/2021,4447,86,91.33
410,9/13/2023,563,77,65.29
411,8/20/2024,2864,98,10.58
412,4/1/2024,5393,71,51.84
413,10/30/2022,922,20,98.49
414,4/9/2022,8691,62,93.63
415,8/24/2024,2930,62,20.05
416,2/20/2023,865,59,32.63
417,5/12/2020,3345,83,34.98
418,10/22/2022,4703,38,32.81
419,11/1/2021,4867,10,35.12
420,4/6/2022,6507,50,44.46
421,11/23/2021,4940,92,55.41
422,1/5/2021,910,49,89.55
423,3/16/2021,5967,22,93.52
424,12/4/2024,3066,91,40.21
425,4/10/2021,4812,64,87.99
426,5/10/2024,2217,49,76.54
427,5/30/2020,3813,59,15.73
428,12/2/2022,1694,68,94.69
429,3/16/2023,2327,42,96.72
430,11/23/2024,4959,56,26.38
431,2/1/2020,499,90,36.25
432,7/31/2021,8292,1,22.35
433,11/28/2022,1173,28,82.49
434,8/1/2021,5154,87,10.03
435,1/20/2022,202,85,55.35
436,3/6/2022,5034,44,35.48
437,10/18/2023,6921,19,17.39
438,4/13/2023,9495,28,40.41
439,2/10/2022,2331,89,97
440,8/4/2020,7153,22,41.05
441,11/28/2023,9097,84,68.84
442,10/22/2022,3434,22,86.06
443,9/6/2021,6942,80,57.24
444,9/14/2020,6561,35,58.24
445,10/16/2022,7466,90,86.54
446,7/15/2023,7565,70,12.33
447,2/15/2021,9440,64,93.44
448,12/14/2023,8926,75,87.17
449,3/20/2020,7061,78,18.89
450,6/22/2023,3944,86,18.12
451,8/25/2024,3302,82,65.02
452,2/23/2020,2611,83,15.18
453,6/15/2024,1383,22,67.32
454,10/9/2021,6510,15,27.61
455,8/9/2024,893,9,85.21
456,10/23/2021,7915,21,45.07
457,12/10/2023,8248,25,73.35
458,5/9/2022,2964,55,34.32
459,12/12/2021,2968,38,14.23
460,6/5/2023,1979,94,42.99
461,8/5/2023,8502,5,86.25
462,6/20/2022,6576,1,72
463,12/14/2023,1515,85,19.54
464,1/8/2020,3432,67,32.41
465,1/18/2021,8225,56,19.84
466,1/11/2020,2450,9,84.85
467,8/7/2022,7385,44,90.97
468,8/1/2022,8464,17,35.94
469,9/17/2024,7188,4,92.32
470,4/10/2024,9460,87,30.63
471,4/12/2020,9364,36,23.39
472,10/29/2024,1840,95,98.53
473,6/10/2023,8166,19,42.86
474,1/19/2021,1786,89,36.92
475,3/12/2020,4959,54,28.78
476,5/19/2023,407,75,89.6
477,8/30/2020,2195,95,71.32
478,1/23/2024,1441,49,28.21
479,11/2/2020,300,13,92.8
480,11/20/2022,8597,31,60.06
481,10/27/2022,9466,91,46.93
482,10/24/2020,7514,54,44.48
483,1/18/2021,156,91,26.16
484,1/25/2022,5860,74,74.36
485,1/3/2024,8560,89,48.81
486,11/16/2021,7953,48,78.26
487,7/11/2024,9017,33,33.38
488,10/13/2020,2292,77,33.75
489,10/21/2022,4756,14,39.95
490,7/10/2020,2293,29,27.21
491,3/30/2024,5063,13,11.32
492,11/5/2023,2570,72,44.64
493,5/29/2021,9170,16,60.96
494,6/19/2020,3331,53,34.44
495,12/4/2024,1326,80,40.08
496,3/2/2024,745,52,78.57
497,10/21/2020,6101,95,72.31
498,1/18/2022,9449,48,68.52
499,6/16/2024,6911,68,91.62
500,11/18/2022,7393,4,36.28
501,5/2/2024,9422,64,10.84
502,8/18/2024,934,57,75.1
503,1/13/2023,4119,26,54.01
504,4/1/2024,33,75,30.42
505,11/7/2023,1856,40,73.77
506,3/14/2021,9446,28,40.81
507,11/30/2023,4025,51,10.59
508,7/1/2020,7679,68,55.49
509,2/25/2023,803,42,61.66
510,6/23/2021,6094,56,59.58
511,12/16/2024,1471,67,80.35
512,6/3/2024,4096,63,55.36
513,3/28/2021,8818,98,63.6
514,10/30/2021,6681,33,94.69
515,4/30/2024,6884,49,87.29
516,7/14/2022,4176,42,52.21
517,7/30/2020,9508,8,62.45
518,1/8/2020,6946,17,57.8
519,6/28/2022,2015,84,41.02
520,12/18/2020,6222,32,63.6
521,1/2/2023,6912,75,10.54
522,5/25/2021,9588,87,65.31
523,4/6/2022,5388,8,68.86
524,3/9/2023,3133,64,13.97
525,12/20/2021,3780,40,45.28
526,3/17/2020,7134,76,97.82
527,6/21/2020,2541,83,37.81
528,6/25/2024,7327,20,13.64
529,2/12/2023,3081,72,39.69
530,4/25/2022,6921,9,41.43
531,12/9/2022,9254,67,47.09
532,7/31/2020,9950,81,68.94
533,7/10/2020,1434,63,30.49
534,9/22/2023,2673,7,71.46
535,12/15/2022,8282,82,72.21
536,6/11/2023,4609,34,83.06
537,12/19/2023,924,63,21.54
538,11/1/2023,5325,43,63.46
539,4/5/2023,6198,67,33.62
540,9/18/2020,3225,21,52.29
541,1/19/2020,3806,61,77.08
542,12/26/2024,7594,63,82.47
543,8/22/2021,1430,10,25.7
544,10/8/2022,5136,94,44.5
545,3/17/2024,5780,55,72.07
546,11/27/2024,4727,43,73.39
547,1/28/2024,3889,51,81.57
548,10/8/2023,852,81,21.63
549,6/1/2024,3411,52,96.17
550,7/30/2023,1616,79,65.3
551,7/14/2021,6709,25,98
552,7/29/2021,62,6,46.4
553,12/29/2021,9170,33,38.44
554,2/7/2021,7792,8,27.72
555,11/17/2022,2762,21,33.91
556,1/31/2023,5723,45,98.75
557,12/21/2021,4985,78,71.31
558,8/11/2023,2248,81,85.89
559,4/2/2022,4515,96,14.8
560,4/4/2021,8287,6,86.34
561,12/12/2023,4954,12,38.48
562,8/3/2021,3296,44,67.67
563,10/15/2021,2195,71,44.35
564,1/18/2023,4277,70,56.74
565,8/20/2024,6600,83,88.5
566,7/5/2023,3692,44,32.28
567,4/8/2021,6847,75,67.69
568,1/26/2022,8467,56,88.75
569,6/20/2022,766,100,79.05
570,4/12/2023,5506,65,63.13
571,10/29/2023,5835,23,99.74
572,3/20/2021,645,68,44.92
573,1/29/2021,5173,60,64.96
574,10/4/2021,523,66,29.42
575,7/28/2020,958,8,13.04
576,2/2/2024,8135,100,29.82
577,11/28/2023,7749,28,63.19
578,1/20/2021,8772,26,88.63
579,11/14/2021,6607,79,63.72
580,11/13/2023,5369,65,12.46
581,7/20/2020,8823,97,25.82
582,9/10/2022,3286,64,89.71
583,9/13/2023,5255,8,46.53
584,2/4/2020,1185,39,99.44
585,2/12/2022,5099,71,50.59
586,2/28/2024,7891,87,87.64
587,3/13/2020,416,13,40.29
588,7/22/2021,6876,86,77.41
589,7/18/2022,7182,81,55.36
590,5/22/2021,7099,80,13.65
591,9/10/2020,5858,25,18.81
592,11/5/2022,8019,39,56.24
593,7/8/2021,7707,31,59.47
594,6/6/2021,7468,94,37.03
595,12/1/2024,6742,94,25.39
596,8/1/2021,4093,30,71.38
597,10/26/2023,7630,12,40.97
598,2/2/2024,9954,64,21.88
599,5/23/2022,9563,38,36.54
600,10/3/2022,507,38,20.21
601,6/3/2023,7284,84,24.96
602,5/4/2022,1904,71,85.96
603,2/5/2024,2045,64,29.23
604,11/29/2021,5302,41,55.24
605,5/16/2022,7073,69,59.61
606,5/18/2021,235,39,39.37
607,3/3/2024,7244,78,31.31
608,9/16/2021,3686,47,39.7
609,11/10/2024,9331,46,58.68
610,11/15/2020,225,32,62.64
611,2/5/2023,993,72,22.94
612,8/23/2020,8974,33,85.62
613,8/16/2020,301,71,74.39
614,5/12/2020,2625,82,44.12
615,7/3/2022,2526,54,88.35
616,12/15/2020,6061,18,91.36
617,7/12/2021,5233,95,72.82
618,9/6/2020,4475,23,72.87
619,9/12/2023,8727,22,22.02
620,2/10/2020,8115,39,18.63
621,11/18/2023,8287,63,27.5
622,8/23/2023,7370,77,16.45
623,8/18/2023,5468,37,42.09
624,11/9/2024,1474,83,40.66
625,2/12/2024,8842,66,21.46
626,6/11/2024,6318,57,24.45
627,3/10/2020,701,38,53.13
628,6/14/2020,8114,5,72.62
629,3/17/2020,4633,36,68.59
630,7/3/2024,771,97,50.7
631,9/27/2022,3830,69,61.11
632,7/5/2024,1227,82,43.48
633,9/28/2020,5479,21,95.95
634,9/29/2024,4828,31,11.05
635,6/24/2022,5247,12,33.89
636,11/5/2022,9617,7,76.32
637,4/15/2022,9556,60,88.7
638,2/18/2020,4174,17,88.91
639,5/17/2023,2258,36,79.03
640,10/30/2022,5705,30,21.99
641,1/24/2023,5460,80,16.74
642,3/3/2022,4287,18,14.5
643,4/14/2020,2545,60,34.17
644,3/24/2021,8224,67,17.43
645,6/4/2024,7916,17,37.84
646,10/23/2023,4344,43,72.49
647,1/22/2023,7063,26,39.59
648,11/19/2021,9001,95,33.16
649,3/21/2024,2572,49,18.22
650,7/26/2023,4218,35,18.8
651,3/28/2021,8314,96,68.14
652,2/1/2023,9254,22,95.81
653,2/3/2020,4198,77,23.27
654,5/19/2020,3320,50,62.12
655,11/25/2023,5357,43,80.68
656,9/6/2020,5631,59,54.3
657,6/4/2023,1438,51,83.44
658,3/3/2022,8912,70,78.02
659,10/7/2024,1310,73,34.58
660,5/3/2022,1282,16,41.73
661,11/8/2021,6069,52,77.66
662,10/23/2020,69,35,78.02
663,5/20/2022,6533,70,47.17
664,8/6/2020,7147,84,35.5
665,1/27/2023,9436,28,72.66
666,8/12/2024,2076,71,15.64
667,12/30/2020,3945,73,45.52
668,4/3/2024,4089,17,44.58
669,1/24/2021,4700,32,91.62
670,3/26/2020,2866,74,95
671,2/12/2021,9000,61,36.51
672,1/15/2023,7942,29,41
673,9/20/2024,4195,79,14.43
674,8/11/2020,6199,82,67.83
675,2/20/2023,4620,27,42.45
676,2/6/2022,1010,33,45.24
677,3/3/2024,8781,75,66.72
678,1/7/2024,287,55,74.51
679,12/24/2022,4573,58,40.07
680,9/15/2024,3160,85,45.16
681,3/19/2020,4925,60,20.42
682,4/3/2020,8987,90,36.86
683,1/16/2022,2618,46,43.51
684,3/25/2020,484,3,14.05
685,2/5/2020,5568,13,54.28
686,10/24/2020,1578,95,25
687,10/4/2021,17,53,25.37
688,5/22/2024,5944,64,67.84
689,11/22/2024,4778,64,43.84
690,1/26/2023,553,63,84.81
691,6/27/2020,8991,78,31.31
692,1/29/2023,2118,61,86.34
693,11/27/2023,2217,75,75.89
694,7/10/2024,498,16,75.93
695,6/14/2023,7188,44,88.27
696,6/29/2021,1383,91,66.49
697,2/1/2021,1631,85,66.01
698,5/18/2020,7849,86,71.52
699,1/31/2022,1986,46,65.89
700,2/2/2023,729,21,60.63
701,6/19/2023,5899,36,35.54
702,8/15/2021,7032,41,68.7
703,9/8/2023,7182,24,11.9
704,2/19/2024,2524,90,62.73
705,12/5/2020,5891,52,88.66
706,11/8/2023,6904,27,64.94
707,8/25/2023,2790,43,53.45
708,1/25/2020,9071,14,76.57
709,1/3/2020,3792,67,24.94
710,6/19/2022,4099,96,84.56
711,2/26/2024,3443,70,51.3
712,8/6/2024,3635,46,98.43
713,2/27/2023,2390,43,92.58
714,8/3/2022,3370,62,35.34
715,5/31/2024,8263,94,21.74
716,7/28/2024,8882,50,26.04
717,3/13/2021,9239,55,18.02
718,4/12/2022,8816,82,96.83
719,12/29/2023,1786,82,36.86
720,11/7/2024,2282,58,21.48
721,5/6/2022,7091,3,15.85
722,11/14/2023,2512,91,31.21
723,11/20/2020,6464,80,63.41
724,5/7/2023,6125,48,39.68
725,2/25/2022,9234,42,60.28
726,8/30/2022,5511,99,75
727,4/24/2020,6498,56,49.76
728,6/25/2020,7742,4,84.95
729,2/4/2023,3256,41,63.88
730,4/29/2023,829,99,27.25
731,2/12/2023,1346,68,19.5
732,5/1/2020,4371,52,15.79
733,1/12/2021,1326,16,80.85
734,11/3/2022,7101,69,42.32
735,3/18/2020,4651,62,18.19
736,8/10/2024,2514,36,61.24
737,5/8/2020,9510,47,54.1
738,9/11/2021,301,24,53.5
739,4/5/2020,3187,21,41.48
740,4/25/2023,5263,34,27.61
741,8/17/2023,3057,97,81.7
742,7/13/2024,9905,45,43.57
743,1/30/2024,6869,24,35.42
744,5/24/2023,8081,25,10.22
745,9/17/2020,6125,19,68.2
746,9/6/2021,7914,100,83.85
747,12/11/2020,3529,94,84.45
748,8/2/2024,9303,67,62.08
749,1/21/2020,7365,1,11.17
750,2/28/2021,4562,2,81.84
751,2/27/2023,652,23,90.88
752,9/30/2023,1672,2,90.33
753,4/22/2022,4145,86,37.2
754,1/3/2021,293,71,32.18
755,7/7/2022,3748,18,88.96
756,2/4/2023,3377,26,67.76
757,4/2/2020,265,23,72.3
758,2/10/2023,9363,1,88.46
759,8/20/2024,8632,63,79.02
760,3/4/2020,9409,100,50.86
761,1/1/2022,1841,87,56.49
762,1/31/2023,9262,51,18.75
763,6/19/2020,8424,92,95.75
764,12/18/2021,93,37,71.84
765,8/29/2024,1856,26,35.61
766,1/25/2022,4990,68,86.2
767,5/12/2022,8287,39,96.67
768,3/8/2022,1346,65,98.14
769,8/4/2023,837,8,90.19
770,7/16/2024,1163,28,25.16
771,5/28/2022,8617,11,22.65
772,9/30/2020,6489,29,97.15
773,3/7/2022,1613,86,23.83
774,9/26/2021,5882,65,10.57
775,11/1/2020,8865,49,60.88
776,1/23/2021,2273,34,75.09
777,3/16/2022,8459,32,41
778,2/2/2021,4761,82,14.7
779,5/13/2022,6224,37,99.05
780,9/2/2020,821,63,16.35
781,6/22/2023,6831,76,36.48
